Name,Year
Sons of Ram,(2012)
Kya Dilli Kya Lahore,(2014)
Ek Baar Phir (Once Again),(1980)
Road to Ladakh,(2003)
Dhananjay,(2021)
Tum Par Hum Qurban,(1985)
Main Inteqam Loongi,(1995)
Kabhi Na Kabhi,(1998)
Jwar Bhata,(1944)
Shirin Farhad,(1956)
Pataliputhra,(2010)
Ajab Gazabb Love,(2012)
Diary - A Life of Indian Housewife,(2020)
Dreamz: The Movie,(2013)
1982 - A Love Marriage,(2017)
Sailaab,(1990)
Phaansi,(1978)
Mera Damad,(1995)
Chaarfutiya Chhokare,(2014)
Unees Bees,(1980)
Rama Rama Kya Hai Dramaaa,(2008)
Bedardi,(1993)
Dozakh,(1987)
Kanoon Aur Mujrim,(1981)
Encounter Dayanayak,(2005)
Jwala,(1971)
Armaan,(1981)
Sheshnaag,(1990)
Pyaar Mohabbat,(1988)
One by Two,(2014)
Cobra,(1980)
Aadmi Sadak Ka,(1977)
Khaan Dost,(1976)
Bindiya Chamkegi,(1984)
Sadak Chhap,(1987)
Teri Khata,
Kaun Hai Jo Sapno Mein Aaya,(2004)
Shaheed-E-Azam,(2002)
Vaasna Ki Bhookh,(1988)
Fauj Mein Mauj,(2010)
Anmol Moti,(1969)
Shatru,(1986)
Geet Gaaya Pattharon Ne,(1964)
#Mute,(2022)
Simulacra,(2022)
Kab Tak Chup Rahungi,(1988)
Sridevi Bungalow,
Jai Dhakshineshwari Kali Maa,(1996)
Banda Singh,
See You in Court,
Death Tale,(2023)
Mere Dost Picture Abhi Baaki Hai,(2012)
III Smoking Barrels,(2017)
Punnami Nagu,(2009)
Bechain,(1993)
The Dark secrets of Tonhi,(2014)
Badmaash Bubbly,(2019)
Avam,(1987)
Yaadon Ka Mausam,(1990)
Heera Lal Panna Lal,(1999)
Mard Ki Zabaan,(1987)
Dhakad Chhora 2,(2007)
Shaitaan,(1974)
Ae Kaash Ke Hum,(2021)
Dilwaala,(1986)
Through the Eyelashes,(1978)
Antenna,(2021)
Gudgudee,(1997)
Ek Aur Ek Gyarah,(1981)
Solwah Saal,(1958)
Kaaranama,(1990)
Meri Surat Teri Ankhen,(1963)
Commander,(1981)
Prem Qaidi,(1991)
Dastan,(1950)
Rani Hindustani,(1995)
Apna Asmaan,(2007)
Haathkadi,(1982)
Daag,(1952)
Talaashi,(1996)
Raat Ki Rani,(1949)
Kaala Samrajya,(1999)
Parvarish,(1958)
Manzil,(I) (1960)
Veer,(1995)
Daadi Maa,(1966)
Dil Kabaddi,(2008)
Satra Ko Shaadi Hai,(2016)
Roshni,(2002)
Love in A Taxi,(2020)
Rustom Sohrab,(1967)
Joda Thath Ka,(2020)
22 Yards,(2019)
Shaadi ke patasey,(2019)
Dabang Sarkar,(2018)
Bank Robbery,(1969)
Amar Colony,(2022)
Ahankaar,(1995)
Sarhad Paar,(2006)
Mohabbat Zindagi Hai,(1966)
Friction,(2021)
Pooja Ke Phool,(1964)
Ghar Ki Laj,(1960)
Khamosh Adalat Jaari Hai,(2017)
Aranyaka,(1994)
Fareb,(2005)
Mee Raqsam,(2020)
Issaq,(2013)
Dil Aur Mohabbat,(1968)
Mahayoddha Rama,(2016)
Mother,(1999)
Beta Ho To Aisa,(1994)
Rules: Pyaar Ka Superhit Formula,(2003)
Char Dervesh,(1964)
Mehroom,(2019)
Faisla,(1988)
Wedding Celebration,(1962)
Boy Friend,(1993)
Beti No. 1,(2000)
Ek Raat,(1968)
Jungle Hero,
Le Gaya Saddam,(2012)
Jacqueline I Am Coming,(2019)
Ghar Ki Izzat,(1994)
Pyaas,(1982)
GST - Galti Sirf Tumhari,(2017)
Sahi Dhandhe Galat Bande,(2011)
Guest Unwanted,(2022)
Pinky Beauty Parlour,(2016)
Stunttman,(1994)
I Am 24,(2010)
Benazir,(1964)
Hazaar Chaurasi Ki Maa,(1998)
Nadaan,(1971)
Sansani: The Sensation,(1981)
Life Ki Aisi Ki Taisi,(2017)
Ekka Raja Rani,(1994)
Mohan Joshi Hazir Ho!,(1984)
Soorma Bhopali,(1988)
Shorts,(2013)
Aap Ki Khatir,(1977)
Lover Boy,(1985)
Party Animal,(II)
Saanjh,(I) (2017)
Yatra,(2006)
Betaabi,(1997)
Crash Course,
Abhimanyu,(1991)
Addiction,(VI)
The Legend of Buddha,(2004)
Falsafa,(2019)
Chidiakhana,(2019)
Bye2,(2020)
Navra Mazha Navsacha,(2004)
Dharam Kanta,(1982)
Kala Pani,(1980)
Chand Sa Roshan Chehra,(2005)
Chor Ke Ghar Chor,(1978)
Naya Din Nai Raat,(1974)
Kudrat,(1998)
Dulhan,(1974)
Is Pyaar Ko Kya Naam Doon,(2001)
Aar Paar,(1985)
Sewak,(1975)
Aamne Samne,(1982)
Dream Lock,(2022)
Breed,(2021)
Harishchandra Taramati,(1963)
Naya Daur,(1978)
Vishkanya,(1991)
Dhoop Chhaon,(1977)
Desh Drohee,(1980)
Sapna,(1969)
Anyay Abichar,(1985)
Kachche Heere,(1982)
Kottai Mariamman,(2001)
Wajahh: A Reason to Kill,(2004)
Dhan Daulat,(1980)
Zalim,(1980)
Time Pass,(2005)
Shashank,(2022)
Ayaash,(1982)
Siskiyan,(1983)
Manchali,(1973)
Madanolsavam,(1978)
Garajna,(1991)
Aandhiyan,(1990)
Kacha Chor,(1977)
Say Salaam India: 'Let's Bring the Cup Home',(2007)
Veer Arjun,(1977)
Khalifa,(1976)
Shair,(1949)
Insaaf Main Karoonga,(1985)
Gattu,(2011)
Gola Barood,(1989)
O Pushpa I Hate Tears,(2020)
Desi Videsi,
Kamla Ki Maut,(1989)
Untitled,(LVI)
Aashiqui 3,
Videsh,(1977)
Rosh,(2022)
Zehreela Insaan,(1974)
Sansar,(1951)
Zakhmee Insaan,(1982)
Bulund,(1993)
Kali Salwaar,(2002)
Deshwasi,(1991)
Dard (Conflict of Emotions),(1981)
Amir Salman Shahrukh,(2016)
Island City,(2015)
Shiva Shakti,(1988)
Dhamkee,(1973)
Sharafat,(1970)
Bollywood Diaries,(2016)
Apne Dam Par,(1996)
Gunehgaar,(1980)
Raaz,(1981)
Miss 420,(1998)
Bad Aur Badnaam,(1984)
Sitara,(1980)
Andhaa Yudh,(1988)
Jhini Bini Chadariya,(2021)
Sachche Ka Bol-Bala,(1989)
Izzat Aabroo,(1986)
Megha,(1996)
Oh Bewafa,(1980)
Arzoo,(1950)
A Silent Crime,(2022)
Ek Chitthi Pyar Bhari,(1985)
Yeh Woh Manzil To Nahin,(1987)
Ek Musafir Ek Hasina,(1962)
Zulm-O-Sitam,(1998)
Ishq Ke Parindey,(2015)
Jai Mahalaxmi Maa,(1976)
Ek Sapera Ek Lutera,(1965)
Janleva 555,(2012)
Allah Meharban To Gadha Pehalwan,(1997)
Kasak,(2005)
Le Chal Apne Sang,(2000)
Lucky Kabootar,(2014)
Ji Chahta Hai,(1964)
Gayab,(2004)
Bumboo,(2012)
Jawani Ke Gunah,(1989)
Yeh Suhaagraat Impossible,(2019)
The Killer Pen,
Nehle Pe Dehlaa,(1976)
Bhoot Ke Peeche Bhoot,(2003)
Fear,(I) (2007)
Yehi Hai High Society,(2005)
Pasand Apni Apni,(1983)
Pandian,(1992)
Rustom,(1982)
Bhai Ho To Aisa,(1972)
Mazloom,(1986)
Meri Lalkaar,(1990)
The Cycle Girl,(2022)
Haadsaa,(1983)
Jaali Note,(1960)
Aah,(1953)
Gun Pe Done,(2019)
Jawab Ayega,(1968)
Annarth,(2002)
Post Box 999,(1958)
Insaf Ki Jung,(1988)
Siyaah..,(2012)
Ssukh,(2005)
Chor Nikal Ke Bhaaga,(2018)
Shikshaa,(1979)
Moh Maya Money,(2016)
Badal,(1966)
Modern Girl,(1961)
Insaan,(1982)
Gopalaa,(1994)
Meri Zindagi Ek Agneepath,(2005)
The Real De Dana Dan,(2004)
Meri Nimmo,(2018)
Jung,(1996)
Kranti,(1981)
#Homecoming,(2022)
Garam Dukaan,(2004)
Baarish,(1957)
Aaj Ka Ravan,(2000)
Samudram,(1999)
Prem Bandhan,(1979)
Aasha,(1957)
Chanakya the Warrior,(2005)
Shera Shamshera,(1990)
When Obama Loved Osama,(2018)
Jaan Se Pyaara,(1992)
Ankhon Mein Tum Ho,(1997)
Sharabi,(1964)
Unlock,(2020)
Oonch Neech Beech,(1989)
Hercules,(1964)
Be-Shaque,(1981)
Suntan,(1976)
Goa Dalli CID 999,(1968)
Shri Krishna Leela,(1971)
Zorro,(II) (1975)
Swarg Narak,(1978)
Taxi No. 24,(2023)
Lava,(1985)
Tales of Siva 2,(2009)
Badnam Farishte,(1971)
Kahan Hai Kanoon,(1989)
Hum Rahe Na Hum,(1984)
Daal Mein Kuch Kaala Hai,(2012)
Delhi Bus,(2018)
Insaf Ki Pukar,(1987)
Jaal Saz,(1959)
Rui Ka Bojh,(1997)
Sherni,(I) (1988)
My Name Is Anthony Gonsalves,(2008)
Global Baba,(2016)
Aaj Kaa M.L.A. Ram Avtar,(1984)
Dhongee,(1979)
S. P. Parasuram,(1994)
Umeed,(1962)
Bheegi Raat,(1965)
Jurrat,(1989)
Adivasi Queen,(1997)
Hatyara,(1977)
Aadupuliyattam,(2016)
Hum To Chale Pardes,(1988)
The Outlander,
Girls' Hostel,(1962)
Aadhi Raat,(1999)
Meri Pyaas Bhujao,(1990)
Honeymoon,(1973)
Deendayal Ek Yug Purush,(2020)
T(2022 New),
Page 16,(2018)
Kutte Ki Dum,(2018)
Chunaoti,(1980)
Jhoota Kahin Ka,(1979)
My Husband's Wife,(2010)
Sri Raghavendra,(1985)
Ranga Khush,(1975)
Naya Kadam,(1984)
Gauri: The Unborn,(2007)
Vakil Babu,(1982)
Shradhanjali,(1981)
Imaandaar,(1987)
Iqraar: By Chance,(2006)
Darling Darling,(1977)
My Friend Ganesha 2,(2008)
Vettai Mannan,
Vamsee,(2000)
Shankar Hussain,(1977)
Simla Road,(1969)
Hari Singh Nalwa - Champion of the Khalsa Ji,(2022)
Risknamaa,(2019)
Wake Up India,(2013)
Vanibham,(2002)
"Three: Love, Lies, Betrayal",(2009)
Love in Singapore,(1978)
Udhaar Ki Zindagi,(1994)
Nannha Farishta,(1969)
M Cream,(2014)
Boy Friend,(1961)
Daulat Ke Dushman,(1983)
Kutub Minar,(2021)
Hum Sab Ustad Hain,(1965)
Four Two Ka One,(2012)
Ishqedarriyaan,(2015)
Baali Umar Ko Salaam,(1994)
Kayda Kanoon,(1993)
Ghost,(I) (2012)
The Criminal,(2022)
Judge Mujrim,(1997)
Naagmani,(1991)
Guru,(1980)
Kala Dhanda Goray Log,(1986)
Phool,(1993)
Main Krishna Hoon,(2013)
Bahar,(1951)
Guru Ho Jaa Shuru,(1979)
Go,(2007)
Idam Jagath,(2018)
Kama Tantra,(1999)
Fareb,(1968)
Aladdin and the Wonderful Lamp,(1952)
Rocky Mera Naam,(1973)
Sun Meri Laila,(1983)
Mehrban,(1967)
Abhi To Main Jawaan Hoon,(1989)
Paigham,(1988)
Sau Crore,(1991)
Katputtli,(2006)
Tamboo Mein Bamoo,(2001)
Prem Daan,(1992)
Sawan Ki Ghata,(1966)
Borivali Ka Bruce Lee,
Maalik,(1972)
The Interview: Night of 26/11,(2021)
Ishk Actually,(2013)
Chauranga,(2014)
Sanjh Aur Savera,(1964)
Sautela Bhai,(1962)
Kohraam,(1991)
Lahu Ke Do Rang,(1979)
Jungle Love Story,(1998)
Tumhare Hum Kaun Hai - A Lovearranged Story,(2022)
Love Birds,(1996)
Hantya Garhwali Film,(2005)
Raftaar,(1975)
Jai Chiranjeeva,(2005)
Tadap,(1990)
Hotel Milan,(2018)
Chacha Zindabad,(1959)
Zakham,(1989)
Muthi Bhar Zameen,(1996)
Maanthrikam,(1995)
Sehar,(2021)
Haar Jeet,(1990)
Ek Se Bure Do,(2009)
Abhinetri,(1970)
Haemolymph,(I) (2022)
Ghashiram Kotwal,(1976)
Tez Raftaaar,(2022)
Ek Din Achanak,(1989)
Sagai,(1951)
Lambu Dada,(1992)
Awara Baap,(1985)
Shaitan Tantrik,(1999)
Hum Hindustani,(1960)
Justice For Good Content,(2021)
Banarasi Babu,(1973)
Aansoo Aur Muskan,(1970)
Friends in Law,(2018)
Gandharva jr.,
Rangeelay,(2013)
Bahu Beti,(1965)
Bhoot Ka Pyar,(2005)
Phhir,(2011)
Tera Kya Hoga Johnny,(2009)
Ghatna,(1974)
Mujhe Meri Biwi Se Bachaao,(2001)
Jhanak Jhanak Payal Baaje,(1955)
Pyar Ki Jeet,(1987)
Aamras: The Sweet Taste of Friendship,(2009)
Bezubaan Ishq,(2015)
Sarkari Mehman,(1979)
Zanjeer,(1998)
Nai Roshni,(1967)
Yeh Kaisa Tigdam,(2018)
Life Mein Kabhie Kabhiee,(2007)
Issaq Tera,
Jyoti,(1969)
Tantra,
Bhediyon Ka Samooh: A Pack of Wolves,(1991)
Typecaste,(2017)
Gulmohar,(I)
Sharda,(1981)
Neeyat,(1980)
Aazaan,(2011)
Jab Yaad Kisi Ki Aati Hai,(1967)
Anand Math,(1952)
Be-Reham,(1980)
I'm in Love,(2007)
Adventure Kids,(2019)
Aaya Yauwan Jhoom Ke,(1999)
One Night At Villa,(2019)
Gwalior,
Caste of Love,(2022)
Sri Shirdi Saibaba Mahathyam,(1986)
Warrant,(1975)
"Oh, My God!!",(2008)
7 Welcome to London,(2012)
New Delhi Times,(1986)
Dhuan,(1981)
Mimamsa,(2022)
Pathar Ke Insan,(1990)
Rahi Badal Gaye,(1985)
The Hidden Strike,(2020)
Fast Forward,(2009)
Kodama Simham,(1990)
Aaja Meri Jaan,(1993)
Jungle Beauty,(1991)
Saansein: The Last Breath,(2016)
Noise(Shor) 2022,(2022)
Moods of Crime,(2015)
Raj Nandini,(2022)
Bekaraar,(1983)
Duniya,(1984)
Doordarshan,(2020)
Badmashiyaan,(2015)
Sikandar Sadak Ka,(1999)
Cooking with Stella,(2009)
Manohar Pandey,
Sniff,(2017)
Pyari Behna,(1985)
Janani,(2006)
Jallad No. 1,(2000)
Dusht Aatma - Deadman Spirit,(2022)
Khuda Kasam,(1981)
Ittar,(I) (2022)
Love U... Mr. Kalakaar!,(2011)
Kali Ghata,(1980)
Sailing Through Life,
Agni Rekha,(1973)
Samadhi,(1950)
Peechha Karro,(1986)
Aulad Ke Dushman,(1993)
Tibba,
Dulha Bikta Hai,(1982)
Mannu Dhakad Man,(2006)
Roop Tera Mastana,(1972)
Ranuva Veeran,(1981)
Raqeeb,(2007)
Bansi Birju,(1972)
Tohfa Mohabbat Ka,(1988)
Pyaar Ka Rishta,(1973)
Love Exchange,(2015)
Samson,(1964)
10 Nahi 40,(2022)
Yaadein,(1964)
Prem Yog,(1994)
Pinjre Ke Panchhi,(1966)
Saanncha,(2008)
Wafaa,(2008)
Shatranj,(1969)
Jawan Muhabat,(1971)
Badkaar,(1986)
Roomies in Scamland,(2021)
Three Course Meal,(2021)
Bachke Rehna Re Baba,(2005)
A Flat,(2010)
Not Reachable,(2021)
Aas Paas,(1981)
Nai Umar Ki Nai Fasal,(1965)
Meri Biwi Ki Shaadi,(1979)
Locket,(1986)
Ghar Ka Chirag,(1967)
Haqeeqat,(1985)
Humayun,(1945)
Chooda Ek Pratha,(2015)
Asli Cricket,(2021)
Mrigayaa,(1977)
Hollywood,(2003)
Hum Se Hai Zamana,(1983)
Bada Aadmi,(1961)
Zakhmi Rooh,(1993)
Kalsandhya,(1997)
Tadap,(1982)
Sarkari Baccha,(2023)
Har Har Mahadev,(1950)
Jadu Tona,(1977)
Lift 8055,(2022)
Anjaan Raahen,(1974)
Pyar Mohabbat,(1966)
Door Ka Raahi,(1971)
Ek Baar Kaho,(1980)
Suspense,(2019)
Jung Ke Sholay,(2003)
Dagabaaz,(1970)
Pyaasi Bhootni,(2003)
Daku Mansingh,(1971)
Paayal,(1992)
Gudia,(1997)
Phulmania,(2019)
9 O' Clock,(2017)
Ek Naya Rishta,(1988)
I Love Desi,(2015)
Ghar Pe Bataao,(2021)
Solva Sawan,(1979)
The Chase,(XVIII)
Kali Ganga,(1990)
Fastey Fasaatey,(2019)
Aag Ke Sholay,(2001)
Hogaya Dimaagh Ka Dahi,(2015)
Ek Tha Hero,(2018)
Utt Pataang,(2011)
Silence the Court Is in Session,(2015)
Jungle Ki Hasina,(1969)
Daas,(2005)
Kalyug Ke Avtaar,(1995)
Shart,(1969)
Atmaram,(1979)
Yamraaj,(1998)
Anjaam,(1968)
Toote Khilone,(1978)
Nishachar,(2022)
Hulla,(2008)
Nateeja,(1969)
Do Raha,(1971)
Koi Sath Hai,(2021)
London,(II) (2005)
Dekh Kabira Roya,(1957)
I Don't Luv U,(2013)
Uttejana: the fire,(2022)
Aaram,(1951)
Three Sisters and A Dream,
Naina,(1973)
Doli,(1969)
Karar: The Deal,(2014)
Yeh Zindagi Ka Safar,(2001)
Baikunth,(2021)
Aan Baan,(1972)
Akad 2,(2018)
Aulad,(1968)
May 16,
Sahib Bahadur,(1977)
Haiwan,(1977)
Vikram Vetal,(1986)
Bindiya Mange Bandook,(2001)
Aman,(1967)
Jallian Wala Bagh,(1977)
Aakhri Sauda: The Last Deal,(2016)
Kashmakash,(1973)
Meena Bazar,(1991)
Share Bazaar,(1997)
Ekkees Toppon Ki Salaami,(2014)
Secrets of love (SOL),(2021)
Coolie No. 1,(1991)
Dadar Kirti,(1980)
London Calling,(2009)
Preetam,(1971)
Patthar Se Takkar,(1980)
Andhaa Kaanoon,(1983)
Har Har Mahadev,(2019)
Chal Bhaag,(2014)
Lady Inspector Renuka,(1993)
Anokhe Amar Shaheed Baba Deep Singh Ji,(2006)
Chanda Aur Bijli,(1969)
Do Sholay,(1977)
Karma: Crime. Passion. Reincarnation,(2008)
Humshakal,(1992)
Haye Mera Dil,(1968)
Jai Maa Durga,(2000)
Lajwanti,(1958)
Kondura (The Sage from the Sea),(1978)
Som Mangal Shani,(1988)
Mast Kalandar,(1991)
Jeewan Jyoti,(1953)
Natak,(1975)
Gogola,(1966)
Jahan Ara,(1964)
Ratan,(1944)
Boyss Toh Boyss Hain,(2013)
Beej,(2021)
Daulat,(1982)
Mem-Didi,(1961)
Ram Tera Desh,(1984)
Khatra,(1991)
Shahji Ki Advice,(2006)
Gomti Ke Kinare,(1972)
Zameer: The Awakening of a Soul,(1997)
Patanga,(1949)
Hum Tum Shabana,(2011)
Dus Lakh,(1966)
Shahjehan,(1946)
Do Waqt Ki Roti,(1988)
Bindiya Aur Bandook Part II,(2003)
Weather Report,(2017)
Dil Ke Pechey Pechey',(2005)
Kaaboo,(2002)
Blood Sugar,(I) (2020)
Pathan,(1962)
Phir Tauba Tauba,(2008)
Kucch Luv Jaisaa,(2011)
Duniya,(1968)
Chor Pe Mor,(1990)
Jism Ka Rishta,(1989)
Achhut Kanya,(1936)
Madhosh,(1994)
Aakhri Khwahish-Ek Gunah Ki,(2003)
Panchayat,(1958)
Ek Pal,(1986)
Dil Kaa Heera,(1979)
Delhi in a Day,(2011)
When Kiran Met Karen,(2008)
The Zero Line,(2017)
In The Month of July,(2021)
Station Master,(1942)
Super Dhamaal.com,
Dil Jo Na Keh Saka,(2017)
Sudesi,(2005)
Club Dancer,(2016)
Kismat,(1969)
Toofan Aur Deeya,(1956)
Jhalak,(2008)
Umang,(1970)
Gharaonda,(1977)
Sadaa Suhagan,(1986)
A Gift of Love: Sifar,(2019)
Shankar Dada,(1976)
Kismet,(1980)
Turup (Checkmate),(2017)
Mashooq,(1992)
Goonj,(1989)
The Cannabis Diary,(2022)
Gaman,(1978)
Room No. 203,(1980)
Bankster,(2016)
Rakhwale,(1994)
"LSD: Love, Sex Aur Dhokha 2",
Lateef to laden,(2018)
Masoom,(1960)
Do Rahain,(1997)
The Last Resort,(2021)
Cobra Girl,(1963)
Punar Milan,(1964)
Raja Harishchandrra,(1979)
Suhana Safar,(1970)
Neel Kamal,(1947)
Corrode,(2011)
Raakhi Ki Saugandh,(1979)
Bloody Psycho,(2017)
Dulhan,(1958)
The Purple Night,(2021)
Redrum,(2018)
Kahin Hai Mera Pyar,(2014)
Fredrick,(2016)
Tamacha,(1988)
Chhote Babu,(1957)
Tarang,(1984)
Memory X,
Raj Tilak,(1959)
Delhi 47 KM,(2018)
Aag Ka Toofaan,(1993)
Avantika,(2020)
Rangrezz,(2013)
Tilak,(1992)
Aaj Ke Sholey,(1985)
Sajna Saath Nibhana,(1986)
Palay Khan,(1986)
Black Comedy,(2022)
Amdavad Junction,(2013)
Devi,(1970)
Khataara,(2017)
3rd EYE,(2019)
Taqdeer Ka Badshah,(1982)
Motel,(I) (2022)
Charitra,(1973)
In-Deewar,
Awaragardi,(1990)
Man Ki Aankhen,(1970)
Bansuri: The Flute,(2021)
Laali Ki Shaadi Mein Laaddoo Deewana,(2017)
Meri Aashiqui,(2005)
Sindbad Alibaba and Aladdin,(1965)
Iski Topi Uske Sarr,(1998)
Iraada,(1991)
Nastik,(1954)
Part Time Job,(2016)
Anveshan,(2022)
Seema,(I) (1971)
Zindagi Khoobsoorat Hai,(2002)
Dil Diya Dard Liya,(1966)
Aryans,(2017)
Phool Bane Angaare,(1963)
The Y,
Naalayak,(1979)
Sampoorna Mahabharat,(1983)
Balak,(1969)
Listen... Amaya,(2013)
Bedhab,(2019)
Himmatwala,(1998)
Smuggler,(1996)
Anokhi Ada,(1948)
Khazana,(1987)
Pehla Pehla Pyar,(1994)
Apna Banake Dekho,(1962)
Adalat,(1958)
Swarg Jaisaa Ghar,(1991)
The Cage of Life,(2020)
My Friend Pinto,(2011)
Uljhan,(1975)
Laila Majnu,(1953)
Jaana Na Dil Se Door....,(2001)
Mera Muqaddar,(1988)
Aurat Aurat Aurat,(1996)
Na Jaane Kabse,(2011)
Gaon Hamara Shaher Tumhara,(1972)
Chhota Baap,(1977)
Aurat Teri Yehi Kahani,(1988)
Zulm Ko Jala Doonga,(1988)
Aaj Aur Kal,(1963)
Gumnaam,(2005)
Laparwah,(1981)
Zindaggi Rocks,(2006)
Rani Aur Lalpari,(1975)
Hum Farishte Nahin,(1988)
Buniyaad,(1972)
Pratigyabadh,(1991)
Bawre Nain,(1950)
Hum Hain Lajawaab,(1984)
Naunihal,(1967)
T for Taj Mahal,(2018)
Dance of the Wind,(1997)
Shivanaga,(1992)
Zindagi Aur Maut,(1965)
Ganga Aur Suraj,(1980)
Mitti,(2001)
Dil-Ki-Rani (Sweet-Heart),(1947)
Shart: The Challenge,(2004)
Mrig Trishna,(1975)
Paisa,(1957)
Mohan Rakesh's Adhe Adhure,(2014)
Dil Ki Baazi,(1993)
Sunglass,(2013)
Mere Gharib Nawaz,(1973)
Biwi Aur Makan,(1966)
Tatkshan,
Radha Kyun Gori Main Kyun Kaala,
Red Light,(II) (2006)
Do Phool,(1974)
Shehri Gabru,(2020)
Anthony Kaun Hai?,(2006)
Biwi No. 2,(2000)
Kash... Aap Hamare Hote,(2003)
Mere Baad,(1988)
Inspector Dhanush,(1991)
Seetharamula Kalyanam Lankalo,(2010)
Chhath Maiya Ki Mahima,(1979)
Kaal Chakra,(1988)
Saazish,(1998)
Shaheed Bhagat Singh,(1963)
Naag Jyoti,(1963)
Hawas Ki Raat,(2000)
Log Kya Kahenge,(1982)
Shaadi Se Pehle Aur Shaadi Ke Baad,(1989)
Narayan,(2017)
Ajooba Kudrat Ka,(1991)
Naughty Gang,(2019)
Code Al,
Akarshan,(1988)
Gaai Aur Gori,(1973)
Nazar,(1990)
Chetna,(1970)
Maa Baap,(1960)
Jaanam,(1992)
Make in India,(2019)
Farishta,(1984)
Kaun Kitney Paani Mein,(2015)
Jiyaala,(1998)
Manjunath,(2014)
Chidi Balla,(2018)
The Closed Door,(2021)
Yeh Raat Phir Na Aayegi,(1992)
Saat Sawal Yane Haatim Tai,(1971)
Khoon Ki Pyasi Daayan,(1998)
Rizwan,(2020)
Hum Hain Pyaar Mein,(2002)
Care of Footpath,(2009)
Badhti Ka Naam Dadhi,(1974)
Tumhari Pyari Savita,
Mom's Coming,(2023)
Dheet Patangey,(2020)
Kahan Kahan Se Guzar Gaya,(1981)
Akad,(2005)
King,(2002)
Shehzada,(1972)
Ek Mutthi Aasmaan,(1973)
Kala Aadmi,(1960)
Tamanchey: Pyar Mein Dil Pe Maar De Goli,(2014)
Patita,(1953)
Tera Mera Pyaar,
Gateway of India,(1957)
Chandi Sona,(1977)
Krantikari,(1997)
The Wife,(I) (2021)
Kaun Rokega Mujhe,(1997)
Paanchwin Manzil,(1983)
Arjun Pandit,(1976)
The Tree,(I) (2017)
Beheaded,(2019)
Aap Beati,(1976)
Kira: The Return of the Unknown,
Inspector,(1970)
Pending love,(2018)
Mudda: The Issue,(2003)
Romeo Idiot Desi Juliet,(2020)
Habba,(1999)
Baba Teerthnath,
Pandit Aur Pathan,(1977)
Bhavna,(1984)
Chhodo Kal Ki Baatein,(2012)
Tyagi,(1992)
Bhiga Badan,(2005)
Nirala,(1950)
Mera Dil Tere Liye,(1992)
Sachai Ki Taqat,(1989)
Sharada,(1957)
No Parking,(2006)
Vikram,(II) (1986)
Do It for Me,(2020)
Team: The Force,(2009)
Anna,(X) (2016)
Boond Jo Ban Gayee Moti,(1967)
Paapi,(1977)
Adhi Raat Ke Baad,(1965)
Rishta Kagaz Ka,(1983)
Aakhri Goli,(I) (1977)
Faraar,(1965)
Nakhuda,(1981)
Raavan,(1984)
Ek Se Mera Kya Hoga,(2006)
Sasi Lalitha,(2020)
Duniya Ka Mela,(1974)
Saheli,(1965)
Gaali Galoj,(2022)
Main Shadi Karne Chala,(1962)
Dhakad Lover,(2017)
Dulha Dulhan,(1964)
Vellore Maavattam,(2011)
Khara Khota,(1981)
Hum Se Badkar Kaun,(1981)
Devi Aur Hero,(2019)
Suvarna Sundari,(II) (1957)
Kis Kis Ki Kismat,(2004)
Ardhangini,(1959)
Inteqam: The Perfect Game,(2004)
Umar Qaid,(1975)
Tarzan and the Gorilla,(1963)
Inspector Balram,(1991)
Raja Aur Rana,(1984)
Nakshatra,(2010)
Adam Ka Janam,(1989)
Mohabat Ka Paigham,(1989)
Babula,(1985)
Saat Rang Ke Sapne,(1998)
Aankhon Aankhon Mein,(1972)
Naya Nasha,(1973)
Bewafa,(1952)
Happi,(2019)
Bandook Dahej Ke Seenay Par,(1989)
Shreemaan Aashique,(1993)
Hum Intezaar Karenge,(1989)
Pyasa Shaitan,(1984)
Pyaasa,(2002)
Anuranan,(2006)
Jugaad,(2009)
Mahakali,(1988)
Chota Jadugar,(2003)
Gollu Aur Pappu,(2014)
Banchhada- journey of a prostitute,(2022)
Love Khichdi,(2009)
Mera Suhag,(1987)
Harfan Maulaa,(1976)
Nasihat,(1986)
Wedding Pullav,(2015)
Police Wala,(1993)
Chakravyuha,(1978)
Angaara,(1996)
Miss Bombay,(1957)
Khwahish,(2003)
Hind Ka Napak Ko Jawab,(2017)
Aryan: Unbreakable,(2006)
Sautela,(1999)
Mrs. Falani,(2023)
Kaun Jeeta Kaun Haara,(1987)
Sengottai,(1996)
Jan Pahchan,(1950)
Amar Deep,(1979)
Raate Ke Andhere Mein,(1969)
Waah Teri Shaadi,
Chudail Ki Raat,(2000)
3 Shyaane,(2020)
Atrupt,(2016)
Sheitaan,(2017)
Sona Spa,(2013)
Lucknow Junction,(2022)
Shukriyaa,(1988)
Kitaab,(1977)
Thulasi,(2007)
Dreams... Do Come True,(2009)
Honey Bunny in Ghost Palace,(2019)
Maseeha,(2002)
Kalasi Palya Junction,(2004)
Sindbad the Sailor,(1952)
Haat - The Weekly Bazaar,(2011)
Bombay Fantasy,(1983)
Woh Jo Hasina,(1983)
An Unfold Fact Lateef,(2015)
Teen Chor,(1973)
Patth,(2003)
Rani Mera Naam,(1972)
Hindustan,(2004)
Jawani Ki Jalan,(1990)
Sant Gyaneshwar,(1964)
